source	time	person	location	organization	miscellaneous
	2017-11-29 00:00:00		us		up to 16|2015|last week|2016|2001
	2017-11-29 00:00:00			refugee agency	hundreds of thousands|this month|centuries past|thousands|this year|thousands|thousands|third|third
	2017-11-29 00:00:00				noon
	2017-11-29 00:00:00		earth|earth		years
	2017-11-29 00:00:00				
	2017-11-29 00:00:00				two|day|24|one|only two|1994|second
	2017-11-29 00:00:00			state	first|75|53|more than km|first|39|second|about 47 minutes|second|more than km|about 30 km|first|the middle of the night|two|at least two
	2017-11-29 00:00:00			control	the last 24 hours|next month|earlier in the day
	2017-11-29 00:00:00				three percent|40
	2017-11-29 00:00:00				days|239
	2017-11-29 00:00:00				one|six|recent years|only 22 percent|62 percent|parliamentary|around 21|last month
	2017-11-29 00:00:00	inventor			second|21|second|first|first
	2017-11-29 00:00:00			the national emergency services	21|more than 100|47|last year|some 80|decades
	2017-11-29 00:00:00				
	2017-11-29 00:00:00				
	2017-11-29 00:00:00				
	2017-11-29 00:00:00			international	
	2017-11-29 00:00:00				
	2017-11-29 00:00:00				
	2017-11-29 00:00:00				first|15 years|eight|billion|second|million euro|15|78
	2017-11-29 00:00:00			united|united	first|about third|two|20 million pounds|30 million|10 billion pounds|10 year
	2017-11-29 00:00:00				
	2017-11-29 00:00:00				
	2017-11-29 00:00:00	al|al			more than 300|years|hundreds|three years|the next three|the past two days|five|one|more than million|2015|several hundred|third|mosque|million|800
	2017-11-29 00:00:00			party	year|conservatives|one|three|one|two|just over year|one|two|last week|two|eight
	2017-11-29 00:00:00			coal company	first|this week|2018|year|2016|2010|29
	2017-11-29 00:00:00			the conservative party	conservatives|more than million|two|half million|next week|conservatives|thousands|more than 11 million|seventh|the last two years
	2017-11-29 00:00:00				yesterday|24 am
	2017-11-29 00:00:00				
	2017-11-29 00:00:00			army	14|days|nearly 50 years|rural|communists|13|two|communists|last week|recent months
	2017-11-29 00:00:00		in|eastern		36|about 50 km|the past three|six|23|dozens
	2017-11-29 00:00:00				the past quarter|the first six months of 2018|first|2020
	2017-11-29 00:00:00			parliament|the parliament party	this week|this month|seven
	2017-11-29 00:00:00				the next three months|mosque|more than 300|several years|hundreds|the next three said|2014|2016
	2017-11-29 00:00:00				this month|this month|hundreds of thousands|four
	2017-11-29 00:00:00				
	2017-11-29 00:00:00	late		state oil company	four|2014|this year|one|this month|2014|one|this week|last week|five
	2017-11-29 00:00:00				one million|one|nine|two|first|first|400|10|15|20|13|more than 80 percent
	2017-11-29 00:00:00		kingdom|next		decades|24|last week|12
	2017-11-29 00:00:00				first|six|four
	2017-11-29 00:00:00			socialist	fourth|leftist|2016|51 percent
	2017-11-29 00:00:00		kingdom|al		first|50 degrees|summer|about 50 km|almost 400 tonnes|the initial weeks|first|the 11th of which|month|two|500 tonnes|100 tonnes|year earlier|last week
	2017-11-29 00:00:00	don		party|the is political party	2016|earlier this month|nearly 44 million|don|first|two|concrete tower|migrant up boy on the embassy|today|one|at least one
	2017-11-29 00:00:00			presidential|department	night
	2017-11-29 00:00:00				two|four months|120|88|one|hours|two
	2017-11-29 00:00:00	drug		broadcaster	second|second|second
	2017-11-29 00:00:00			armed ite	next week|22
	2017-11-29 00:00:00	von der		army	two
	2017-11-29 00:00:00			central bank|the board of governors	two|at least four|1993|conservatives|one|first
	2017-11-29 00:00:00				
	2017-11-29 00:00:00	afari|afari|de on		opposition	six|six|two|three|its seventh year|two years|last week|days|first|four|four
	2017-11-29 00:00:00			foreign ministry|regular news	
	2017-11-29 00:00:00				today
	2017-11-29 00:00:00				first|one|week|two|2017|the beginning of this year|next year
	2017-11-29 00:00:00				two
	2017-11-29 00:00:00				
	2017-11-29 00:00:00				eight|three|days|first|65|two|thousands|one
	2017-11-29 00:00:00	envoy|step		army|news agency	48 hour|two weeks ago|at least one|dozens|one|three|41|two days|eighth|one day|night|seventh
	2017-11-29 00:00:00				daily|one|three
	2017-11-29 00:00:00				two days
	2017-11-29 00:00:00				this week|two
	2017-11-29 00:00:00				
	2017-11-30 00:00:00			presidential	2017|fourth|30 million|21st century|thousands|one|at least 125|thousands|thousands|daily
	2017-11-30 00:00:00	de|de			15|new constitution|12|12|few days|two|first|first|eight|two
	2017-11-30 00:00:00			state	five|weeks|2016|2015
	2017-11-30 00:00:00				
	2017-11-30 00:00:00				the early hours of
	2017-11-30 00:00:00		euro zone	the euro zone finance|euro zone	next week|19|monthly|13|two|earlier this confirmed|four|10|at least decade|2015
	2017-11-30 00:00:00				
	2017-11-30 00:00:00			the disaster management	thousands|the weekend|daily|the day|about 10 km|the nights|only five km|1963|first|up to
	2017-11-30 00:00:00				first|80|250|three years ago|239
	2017-11-30 00:00:00				
	2017-11-30 00:00:00				earlier this week|one|this summer
	2017-11-30 00:00:00		eastern	world powers	500|recent weeks|less than an hour|weekly|two|many months|nearly 12|10 percent|two days|hundreds|hundreds|million
	2017-11-30 00:00:00				years
	2017-11-30 00:00:00	think			seven|one|three|two|one|the five years|million|29|million|2016|million|20 years|three years|third|one|first|2011|2003|about quarter|one|first|17 years|2012|2011|dozens|daily|almost half|the same day|two
	2017-11-30 00:00:00				few hours later|five
	2017-11-30 00:00:00			fringe party	this month
	2017-11-30 00:00:00				
	2017-11-30 00:00:00			daily newspaper	some 14 percentage|27|17 percent|31|two|third|two|16 percent|32|ten|five|13 percent
	2017-11-30 00:00:00				three|four days ago|88|one|recent months|one|one|one
	2017-11-30 00:00:00	boss|congressman	district	state|state|state|state	three|30 percent|one|this year|one|fourth
	2017-11-30 00:00:00	senator			two|the end of the year|two|one|20|trillion|trillion
	2017-11-30 00:00:00		the ite crescent	military news service	ite|2011|this month|1982|first|first|ite
	2017-11-30 00:00:00				hundreds
	2017-11-30 00:00:00			fringe party	this month
	2017-11-30 00:00:00				30|2nd|dozens|this week|one|trillion|billion over 10|billion
	2017-11-30 00:00:00	de|de		in|state news agency|foreign world	billions of dollars|two years|billion|2015|80 million|billion euros|last year|billion euro|this year|billion euros|this week|70
	2017-11-30 00:00:00	lawmaker		bank	14 years|two|more than
	2017-11-30 00:00:00		channel		second|seven million|year|thousands|one
	2017-11-30 00:00:00				five|jihadist|last month|eight|13|seven|2013|14
	2017-11-30 00:00:00				one|one|this month|this year|36|two|2019|first|foreign|2016|one|44 million|50 percent|2016
	2017-11-30 00:00:00				
	2017-11-30 00:00:00			military|al the linked	first|10|2017|two|this year|first|this year
	2017-11-30 00:00:00			national	17|first|second|first|second|second|million|40 percent
	2017-11-30 00:00:00				this week|one|recent months|2006
	2017-11-30 00:00:00			venture	next year|daily|150|18|2018|2017|2018|the year|an estimated 76 million
	2017-11-30 00:00:00			the constitutional court|department	fourth|second|several hundred|51 percent|2009|2016|first|indigenous|first
	2017-11-30 00:00:00				
	2017-11-30 00:00:00	mother		foreign ministry	one|three|nine days|one|annual|communist
	2017-11-30 00:00:00	senator			two|the end of the year|two|one|20|trillion|trillion
	2017-11-30 00:00:00				one
	2017-11-30 00:00:00				next 30|the next week|second|about billion|fiscal 2018|billion|two months|hundreds of thousands
	2017-11-30 00:00:00				decades|months|next week|1995|one|last year|the 1967 war|decades
	2017-11-30 00:00:00				first|nearly two|84|last year|second|16
	2017-11-30 00:00:00				2018|one|one|435|12
	2017-11-30 00:00:00				net billion
	2017-11-30 00:00:00			ministry	thousands|nine|about 60 km|night|up to 18|one|nine|today|this evening|evening|10|days
	2017-11-30 00:00:00				first|hours
	2017-11-30 00:00:00				last month|six|third
	2017-11-30 00:00:00			broadcaster	night|2016
	2017-11-30 00:00:00			bank	
	2017-11-30 00:00:00			newspaper	
	2017-11-30 00:00:00				2014
	2017-11-30 00:00:00		neighboring		last week|135|2016|first|half|recent weeks|morning
	2017-11-30 00:00:00	king			two|two|one|one|only two|1994|one
	2017-11-30 00:00:00			state	this incredibly successful|first year
	2017-11-30 00:00:00			nuclear regulator|nuclear safety institute|senate	few days ago|this month|106|several meters|tens|106
	2017-11-30 00:00:00				
	2017-11-30 00:00:00				midnight|nearly 800|eight years ago|2019|30 billion rand|last year|30|month|next month
	2017-11-30 00:00:00				first|hours|14 million|last week|22|overnight
	2017-11-30 00:00:00				two|the third day|nine|two days|2013|2013
	2017-11-30 00:00:00	dark			one|one|30 cm|250 grams|two|dozens|today|three|1967|about 800 years|eight years|30 years|second
	2017-11-30 00:00:00				nearly year and half
	2017-11-30 00:00:00				third|day|third|one|seven
	2017-11-30 00:00:00	main			secondary|the 1950s
	2017-11-30 00:00:00				early next|six|second|100|second|the end of weeks|one|2014|the same year|fourth|100|one
	2017-11-30 00:00:00				
	2017-11-30 00:00:00				two more days|first|2009|one|four|one|evening|roughly percent|two|100 percent|few hours|leftist|2009|two|nine|more than half|five|36
	2017-11-30 00:00:00				the 12 months|the 12 months|tens|2010|every year|day|the last decade|2016|52 percent
	2017-11-30 00:00:00				conservatives|2018|six|seven|one|500|first|only billion|trillion|trillion|10|2008|20 percent|35 percent|52|no more than two|earlier this month
	2017-11-30 00:00:00				
	2017-11-30 00:00:00				earlier this month|the past four|two|months|this week|30|thousands|six years
	2017-11-30 00:00:00				two|two|one|20|21 or 22 percent
	2017-11-30 00:00:00		del	international navy|navy|news|navy|navy	44|15 days|days|the same day|28|18|nautical miles
	2017-12-01 00:00:00			senior	the summer|2016|this week|congressional|this week
	2017-12-01 00:00:00				first|2016|just weeks before|two|24|the day|several months
	2017-12-01 00:00:00	by		army|military|ministry of cyber security	first|week ago|the early hours of 15|1983|the early 2000s|thousands|2013|more than two|billions of dollars|22|billion|this week|first|110 km
	2017-12-01 00:00:00				nationalist|nationalist|one|almost 15|some 10 percent|the past three|two
	2017-12-01 00:00:00			financial|won	26|2016|just over year|late 2018|just months|the late 1970s|2008|tens of millions|billions of pounds|40 percent|2017|42|1977|2008
	2017-12-01 00:00:00				first|decades|2016|2010|next week|first|65|1996|nine
	2017-12-01 00:00:00				
	2017-12-01 00:00:00				10|five|last month|19
	2017-12-01 00:00:00				15|this month|annual|the past three|three|nine|year|nine|2014|2006
	2017-12-01 00:00:00			environment ministry	the first 10 months|2017|233|86|56|billion yuan|this year|nine|400 million yuan|this week|this year
	2017-12-01 00:00:00				first|fourth|2016|three|two|30|million|30|first
	2017-12-01 00:00:00				2018|2020
	2017-12-01 00:00:00				four|four|night|more than 30
	2017-12-01 00:00:00				
	2017-12-01 00:00:00	pope			first|earlier in the week|today|16|about km|12|four|first|this year|once
	2017-12-01 00:00:00				
	2017-12-01 00:00:00				
	2017-12-01 00:00:00			daily	last year|2016|first|more than 250
	2017-12-01 00:00:00				2016
	2017-12-01 00:00:00	bin|don|don		tiny	dozens|last month|monthly
	2017-12-01 00:00:00				the past several months|today
	2017-12-01 00:00:00				
	2017-12-01 00:00:00				next week|earlier this year
	2017-12-01 00:00:00				half|57 percent|50|100|51|the 1980s|the next 10|20 percent|35 percent|at least 15|23|19|16|15
	2017-12-01 00:00:00				first|five|2016
	2017-12-01 00:00:00				the final minutes
	2017-12-01 00:00:00				the day|the coming days|one|recent months|one|the next couple
	2017-12-01 00:00:00	afari|de|afari|afari|afari	us|afari		next week|morning|next week|this week|seventh|hundreds of thousands|11 million|this week|seven years
	2017-12-01 00:00:00				
	2017-12-01 00:00:00				the coming days|next couple of days
	2017-12-01 00:00:00			state	first|next week
	2017-12-01 00:00:00				2019|billions of dollars
	2017-12-01 00:00:00			inc	500|this week|as low as 20 percent|35|500|25 percent|16 percent|2018|18 percent|one year|18 percent to 20 percent|500|20 percent|about 20 percent|40
	2017-12-01 00:00:00	soldier		army	mosque|more than 230|100|dozens|first|years|three|the years|2011|the last year
	2017-12-01 00:00:00			federal agriculture	two|2005|hundreds of millions|recent months|an hour|the week|eight|more than decade ago|hundreds of millions of dollars|months|2018
	2017-12-01 00:00:00	top|economic		financial	five|three years
	2017-12-01 00:00:00			the state news agency	next week|decades|two|one|one|1995|two|last year|one|evangelical
	2017-12-01 00:00:00			federal|the federal police|the prosecutor general office|the in de|the lower house|federal|lower house	centuries|this week|three|two|recent years|dozens|dozens|billions of dollars|40|second|two|over two decades|one|ten days|two|this year|450|180|roughly 40 percent
	2017-12-01 00:00:00			electoral	day
	2017-12-01 00:00:00				
	2017-12-01 00:00:00			of ethics committee|the ethics committee|congressional	2013|two|one|one|100 percent|2014|2015
	2017-12-01 00:00:00	bin|bin	kingdom|kingdom|kingdom|ite|kingdom|kingdom		three|one day|the peaceful cooperation agreement|first|first|around percent|123 agreement|one|2015|123|123|2009|first|2018|123|17|around tonnes
	2017-12-01 00:00:00	relative|sacked		the oil ministry	65|2015|some billion|around billion euros|2011|decade|this week
	2017-12-01 00:00:00			al|national prosecutor office	four|two|third|four|fourth|four
	2017-12-01 00:00:00				
	2017-12-01 00:00:00				between 2010|up to 10 years|2014|third|the past two years|up to 50|2016
	2017-12-01 00:00:00				two weeks|last week|the next few|today|the next few|three|first|one|unionists|nationalist|one
	2017-12-01 00:00:00			the tax committee	everyday|trillion|10 years|trillion|hours|35 percent|20|22|20|months|first|2017|the summer|last year|just hours|billions of dollars|few months|one|the early morning hours|four years|20 percent|35|16|2019|23 percent
	2017-12-01 00:00:00			federal court	11 years|years|2016|this year|this year
	2017-12-01 00:00:00	fierce			at least 25|2010|last freezing|22|nearly half|27|11 four years|more than billion|27|eight|three
	2017-12-01 00:00:00	cleric			last year|six years and three months|seven months|21|third|days
	2017-12-01 00:00:00	signed			days|one|one|14|years
	2017-12-01 00:00:00			presidency	last week
	2017-12-01 00:00:00			state news agency	the day|four|nine
	2017-12-01 00:00:00				23|five|years|three years|year|two years|10|14 percent|10 percent
	2017-12-01 00:00:00				two
	2017-12-02 00:00:00				
	2017-12-02 00:00:00				one|first|morning|the last minute|2015|first
	2017-12-02 00:00:00				
	2017-12-02 00:00:00	at			first|24|earlier this year|one
	2017-12-02 00:00:00			parliament	just over month|at least 10|one|27|four|seven|conservative|the last day
	2017-12-02 00:00:00	deputy			2002|more than three decades|next year|temple
	2017-12-02 00:00:00				
	2017-12-02 00:00:00				overnight
	2017-12-02 00:00:00				24|this week
	2017-12-02 00:00:00				tonight|thousands|evening|night|tropical cyclone|two|today|later this evening
	2017-12-02 00:00:00	bin			45|the past three days|years|millions|months|10|mosque|last month|more than 300
	2017-12-02 00:00:00				one
	2017-12-02 00:00:00				14|thousands|the next 48|the next few days
	2017-12-02 00:00:00	local	on	the national police police|public electoral tribunal|alliance	at least three|one|95 percent|around percent|between four and five|more than 20|the week|three|last night|one|leftist
	2017-12-02 00:00:00				nearly three years
	2017-12-02 00:00:00				recent weeks|three days|two|last year|almost 15
	2017-12-02 00:00:00				the last day|the whole day|first|the early 1970s|the war of pope made an address to and priests at the home|last week|tens of thousands
	2017-12-02 00:00:00			party|euro zone	nationalist|thousands|dozens|first|24|the last minute|two|thousands|2013|around percent|two years ago|more than million|the two years to the end of 2016|14|16|next year|two days|first|the 1950s
	2017-12-03 00:00:00			prime	two|last year
	2017-12-03 00:00:00				at least 140|the fourth day|dozens|140|half|one|as many as 180|nearly three years
	2017-12-03 00:00:00			federal	two|six months|between now and very and leaders
	2017-12-03 00:00:00				first
	2017-12-03 00:00:00	crystal	northern		annual|the past few weeks|last month|first
	2017-12-03 00:00:00			the emergency and crisis management department	
	2017-12-03 00:00:00	lawyer			first|days|an hour ago
	2017-12-03 00:00:00	declined			the hours|last week|2019|second|one|three|15|60 billion euros|second|third|million|five months|27|day
	2017-12-03 00:00:00		del|del|del	navy|navy|foreign navy|navy	44|15|naval base|naval base|one|week|15 days|44|27|the same day
	2017-12-03 00:00:00				one week|monthly|million euros|first|27|2017|10 billion euros|the next five years
	2017-12-03 00:00:00			cabinet	the week after|two|second
	2017-12-03 00:00:00				two weeks|months|earlier this year|several hundred|two|one|democratic
	2017-12-03 00:00:00			foreign ministry	more than decade|2004|first|last week|two|one|1991
	2017-12-03 00:00:00			state	conservative|2019|night|65 percent|just over one month ago|the year|just days
	2017-12-03 00:00:00				
	2017-12-03 00:00:00			international	petro|the 21st century|this year|recent years|57 percent|the last month alone|monthly|millions|three
	2017-12-03 00:00:00		province|province		last week|three years ago|two|three years
	2017-12-03 00:00:00			the armed movement|the military coalition	16 percent|under the age of five|million|nearly third|hours|11|35|the rainy season|four days|35 tonnes|weeks|last week|seven|130|15|10|many years
	2017-12-03 00:00:00			state broadcaster	50 billion|one|27|next week|11|million|15|second|2019|the end of the year|30
	2017-12-03 00:00:00				2016
	2017-12-03 00:00:00				millions of euros
	2017-12-03 00:00:00				last year|last year|two years|days
	2017-12-03 00:00:00	party		aerospace giant	two|2017|the next few years|2018|annual|9th|weeks|two|seven|recent years|52|between 2017
	2017-12-03 00:00:00				two|first
	2017-12-04 00:00:00				the sixth day|nearly three years
	2017-12-04 00:00:00			senate|parliament	last week|two|first|one|80 percent
	2017-12-04 00:00:00				last week|month|last month|the past seven
	2017-12-04 00:00:00		kingdom		
	2017-12-04 00:00:00			the customs union	the coming 10 days|second|three|27|11|12|14|one|some 60 billion euros|up to 55 billion euros|the 60 billion euros|million|parliamentary
	2017-12-04 00:00:00				27
	2017-12-04 00:00:00			cabinet	1967|decades
	2017-12-04 00:00:00				
	2017-12-04 00:00:00	bin al|al		united	tribal|six|2014|two|years|thousands|almost three years|2011|2012|at least displaced million|1978|communist|two|two|three|tens of millions of dollars|2001|first|second|up to million|1994
	2017-12-04 00:00:00				last year|35|two
	2017-12-04 00:00:00				last week|more than 100|two|this week|up to seven
	2017-12-04 00:00:00		last		millions|10|50
	2017-12-04 00:00:00			defense|army|house	100 days|first|two|one|three|earlier this|week|2008
	2017-12-04 00:00:00				one|three|two|2019|10
	2017-12-04 00:00:00				second|decades
	2017-12-04 00:00:00				more than six years|first|2010|2006|last week|annual|about 50|six
	2017-12-04 00:00:00				
	2017-12-04 00:00:00	star		the electoral tribunal	26|five|half
	2017-12-04 00:00:00			diplomatic	three weeks
	2017-12-04 00:00:00	aide			last week|day|the weekend|22|30|30|60|only 52|only one|earlier this year
	2017-12-04 00:00:00			devolved	one|2016|devolved
	2017-12-04 00:00:00				
	2017-12-04 00:00:00				two|one
	2017-12-04 00:00:00				today
	2017-12-04 00:00:00	don			hundreds of thousands|2013|today|last week|one|two|2012|about billion euros|billion five years|25|more than million|first|one
	2017-12-04 00:00:00				
	2017-12-04 00:00:00	deputy			71 percent|eight|one|19|30
	2017-12-04 00:00:00			the refugee agency|army|labor and immigration ministry	one|31|third|500 acres|fifth|hundreds of millions of dollars|just 23 percent|the next two
	2017-12-04 00:00:00				one|2nd
	2017-12-04 00:00:00				
	2017-12-04 00:00:00	slim			two|four|21|thousands|fifth|four|32|one|pm
	2017-12-04 00:00:00	bin	kingdom|kingdom	foreign ministry|foreign ministry	million|more than half|roughly million|its first year|late last month|ite
	2017-12-04 00:00:00				second|decades
	2017-12-04 00:00:00			lower house	one|the last week|2018
	2017-12-04 00:00:00				
	2017-12-04 00:00:00				2016|four
	2017-12-04 00:00:00			the air force|the defense ministry|parliamentary commission	14
	2017-12-04 00:00:00			cabinet|cabinet	first|month ago|noon
	2017-12-04 00:00:00			party	32|67|21
	2017-12-04 00:00:00				
	2017-12-04 00:00:00				two
	2017-12-04 00:00:00			the electoral tribunal	millions of dollars|the two days|over week|one|about dozen|one|2015|hundreds of millions of dollars|more than day|one|leftist
	2017-12-04 00:00:00		hegemonic	foreign ministry	past decades|last month|two weeks
	2017-12-04 00:00:00				two months
	2017-12-04 00:00:00			judicial council	nine|eight|one|first|nine|between 20|18
	2017-12-04 00:00:00		eastern|second city	army	more than 200|year|dozens|2016|2016|this month|13|nine|one|2012|one|millions|the past two|hundreds|last year|hundreds of dollars
	2017-12-04 00:00:00				last month|550|10|26|million francs|five|2009
	2017-12-04 00:00:00			the electoral tribunal	millions of dollars|the two days|over week|one|about dozen|one|2015|hundreds of millions of dollars|more than day|one|leftist
	2017-12-04 00:00:00				12|24|2015|about billion euros|two|300|some billion euros|metro|20
	2017-12-04 00:00:00				26
	2017-12-04 00:00:00		kingdom	state security court	one|three|seven|four|few hundred meters|thousands|fifth|few days|15|tens of thousands|thousands
	2017-12-04 00:00:00			justice ministry|the upper house	
	2017-12-04 00:00:00				this week|next week
	2017-12-04 00:00:00		the euro zone	congress|party board|first	conservatives|next week|two|2013|12 years|one|2015|more than million|next year|conservatives|the euro zone|conservatives
	2017-12-04 00:00:00				
	2017-12-04 00:00:00				2016|2016|the 4th of weekend
	2017-12-05 00:00:00				decades
	2017-12-05 00:00:00				nearly week|400|at least 125|five days
	2017-12-05 00:00:00				2016|billions of dollars|two|16|monthly|60|thousands|2018|the last week|first|second|the fiscal year ending
	2017-12-05 00:00:00		eastern|eastern|eastern		eight|16|11|four|32|first|more than six years|this week|at least 27|first
	2017-12-05 00:00:00	criminal		former	first|2016|2016
	2017-12-05 00:00:00				first|third|sixth|dozens
	2017-12-05 00:00:00			finance association	2019|hours|last two days|recent|14|the tens of billions of pounds
	2017-12-05 00:00:00	bin|bin|bin	kingdom		last month|an estimated billion|first|last week|up to six months|last month|about one percent|four percent|one|over few weeks|almost three years
	2017-12-05 00:00:00		eastern|told	group	four months|10|last year|first|2016|2015|few months|weeks|six|four|12|three|1984|six months|last year|thousands|recent years
	2017-12-05 00:00:00			federal credit union	first|last week
	2017-12-05 00:00:00	cannabis daughter			month
	2017-12-05 00:00:00			office	about million|the first months|2016|million|between and 30|17|million|last month|four|two|million
	2017-12-05 00:00:00		up		25|200|two|five|the early morning|one|33|22
	2017-12-05 00:00:00				
	2017-12-05 00:00:00				2017|one|44 million|21st|nearly million|second|million|18 million|four|one year
	2017-12-05 00:00:00			ite	2012|the civil war|thousands|first|one|five
	2017-12-05 00:00:00				two
	2017-12-05 00:00:00				last month|last month
	2017-12-05 00:00:00		euro zone|euro zone|euro zone|euro zone	some euro zone|euro zone|euro zone|euro zone|euro zone|the euro zone bailout fund|euro zone finance|the euro zone finance	19|19|eight|several hundred billion|one|at least percent|monthly|60|first
	2017-12-05 00:00:00		coast		the final month|the past three|thousands|about 16|first|three|five|nearly 400|two|9th
	2017-12-05 00:00:00				
	2017-12-05 00:00:00			finance|bank	next week|eurosceptic|two years|1989|parliamentary|2019|one|more than 20 percent|billions of euros|this year|weeks|the beginning of next
	2017-12-05 00:00:00				the age of 96|24|1947
	2017-12-05 00:00:00				2005
	2017-12-05 00:00:00			caliphate|military	this year|more than million and over square kilometres|between 2014
	2017-12-05 00:00:00				10
	2017-12-05 00:00:00			up	
	2017-12-05 00:00:00				decades
	2017-12-05 00:00:00				two|250|11th|the year|17|38|daily
	2017-12-05 00:00:00			tribunal	26|2009|week|million|last week|nearly third|more than half
	2017-12-05 00:00:00	career diplomat|career			last year|2015|sixth|11th|three|congressional|socialist|2008|2015|first|some two dozen|60 percent|15|1961|1977
	2017-12-05 00:00:00				
	2017-12-05 00:00:00			federal|state development bank	2016|several weeks ago|the hundreds of millions of dollars|the 1990s|one|second|second|daily|earlier this year|at least million|million|more than million|2012|2023|billion|two
	2017-12-05 00:00:00			foreign ministry|major political	roughly third|last week|one|the past four years|last month|only percent
	2017-12-05 00:00:00				first|first|two
	2017-12-05 00:00:00				the past year|hundreds|thousands|hundreds|last year
	2017-12-05 00:00:00				
	2017-12-05 00:00:00			the electoral authority	leftist|next week|today|ve|two|between 2010|year
	2017-12-05 00:00:00	al			decades|last week
	2017-12-05 00:00:00			diplomatic|treasury	nationalist|last year|first|45 years|first|two|first|two|2008|hundreds of millions
	2017-12-05 00:00:00	top			two|28
	2017-12-05 00:00:00				27|some five decades|13|this year|between 700|first|second
	2017-12-05 00:00:00			parliament	22|the months|12|seven|two|four|this year|36|six|nine|12|third|the beginning of the year|one|31|nine days
	2017-12-05 00:00:00				second|last month|last month
	2017-12-05 00:00:00	bin			last week|decades
	2017-12-05 00:00:00			coastguard	several dozen|90|24|35|thousands of euros|month
	2017-12-05 00:00:00				11|festival|only five|16|four days|last year|thousand
	2017-12-05 00:00:00				late on morning|late yesterday
	2017-12-05 00:00:00				2015|sixth|11th|three|congressional|socialist|2008|2015|first|some two dozen|60 percent|15|1961|1977
	2017-12-05 00:00:00			committee|on	
	2017-12-05 00:00:00	caps|foreign		state oil company|the oil ministry	last week|leftist|recent weeks|weeks|14 years|decade|socialist|2013|first|two|recent months|one|six|2010|some 65|two|2010
	2017-12-05 00:00:00			the customs union|coalition of spokesman|parliament	the last 24 hours|the last minute|only one
	2017-12-05 00:00:00			al	three to four years|decades|conservatives|evangelical|one|two|last week|one
	2017-12-05 00:00:00			regular news	year|2nd|2011|sixth|last week|the last week
	2017-12-05 00:00:00			federal|regional|caliphate|federal	thousands|200|at least 92|weekly|months|24 hours|the criminal code|one
	2017-12-05 00:00:00				hundreds of thousands|about two
	2017-12-05 00:00:00		the financial district		morning
	2017-12-05 00:00:00				first|over half|first|last month
	2017-12-05 00:00:00			foreign relations committee|foreign relations committee	earlier this year|the day
	2017-12-05 00:00:00			assembly	first|one|two|the dark day|one|four|28|2016|100 million yuan|shorter than 30
	2017-12-05 00:00:00				first
	2017-12-05 00:00:00				first|two|one|500|two|trillion yen|less than 300|last week|more than km
	2017-12-05 00:00:00				two
	2017-12-05 00:00:00			electoral regulator	first|independent|20 percent|35|30 less years|first|under 2014|2016|19|just three|17
	2017-12-06 00:00:00				
	2017-12-06 00:00:00	applauded	capital|kingdom	international|can rock	decades|first day|decades|1967|one|2014|hundreds|1994|midday|first|decades|earlier in the day
	2017-12-06 00:00:00			department	three
	2017-12-06 00:00:00	spy		coastguard|parliament	one|winter|28|four|10|eight|eight|winter|last month|annual
	2017-12-06 00:00:00				billion|first|later this week
	2017-12-06 00:00:00			oil company|the state prosecutor office	2018|last week|decade|two|last week|this year|almost three down million barrels|2013|billions of dollars|2014
	2017-12-06 00:00:00				this year|about 24|two|this year|2010|three
	2017-12-06 00:00:00				100 years|10|two|nazis
	2017-12-06 00:00:00				midday
	2017-12-06 00:00:00			radio	two|billion hundreds of millions
	2017-12-06 00:00:00			the lower house|house|the party of	two|43|two|first|2017|first|10|last week
	2017-12-06 00:00:00				27 years|21|third|2014|2014|months|2018
	2017-12-06 00:00:00			immigration court	50|60|the next six months|half|2017|the 2017 fiscal|the previous year|two|eight|30 percent|nearly 17 percent
	2017-12-06 00:00:00				
	2017-12-06 00:00:00				
	2017-12-06 00:00:00			the nationalist opposition party|the prosecutor office|the secret services	third|1980s|1990s|2003|two years later|first|2014|2015|euros|the next couple of
	2017-12-06 00:00:00				later this week|last week
	2017-12-06 00:00:00				17|two
	2017-12-06 00:00:00	cleric|cleric		legal	last year|last year|2014|first|one|five
	2017-12-06 00:00:00				
	2017-12-06 00:00:00			foreign ministry	
	2017-12-06 00:00:00				million|first|first|first|27 million|every single day|months|three|seven|three
	2017-12-06 00:00:00				
	2017-12-06 00:00:00				fourth|another six years|today
	2017-12-06 00:00:00	al|al|al		al	al|about 130 km|three|1991|sharia|over 500|one|second|two hours
	2017-12-06 00:00:00				
	2017-12-06 00:00:00		occupied		today
	2017-12-06 00:00:00				the past two years|at least 20
	2017-12-06 00:00:00			parliament	2019|27|two|second|this week
	2017-12-06 00:00:00				
	2017-12-06 00:00:00				colonial|thousands|earlier this year|colonial|two|2012|about billion euros|billion five years
	2017-12-06 00:00:00			foreign ministry|foreign ministry	recent decades|hundreds of thousands|2015
	2017-12-06 00:00:00			national commission	the weekend|thousands|some million pesos|first|the past decade|77|two|hours
	2017-12-06 00:00:00			the national party	one|one week|12|day|his 30s|last week|28 percentage points|four|one|1963|four|first|about quarter|the holidays
	2017-12-06 00:00:00				2018|third|fourth|another six years|80|21|next year|two
	2017-12-06 00:00:00			ruling	2008|one|six|seven|last month|2019
	2017-12-06 00:00:00				
	2017-12-06 00:00:00				ninth|decades|dozens|hundreds|days|the night|hours|thousands
	2017-12-06 00:00:00				midnight
	2017-12-06 00:00:00				
